Date,Cocoa Yield (kg),Cocoa Price per kg,Cocoa Revenue,Plantain Yield (kg),Plantain Price per kg,Plantain Revenue,Total Revenue,Labor Costs,Fertilizer Costs,Transport Costs,Maintenance Costs,Admin Costs,Total Expenses,Profit
2022-01-16,124.5439474,3.147489319,392.0007443,86.58543936,0.641887953,55.57815042,447.5788947,172.6164593,71.67337931,49.95448133,31.02435267,89.12349117,414.3921638,33.18673096
2022-01-17,110.5774819,2.855840188,315.7916168,83.23172144,0.57642957,47.97722537,363.7688421,149.1915457,32.85450986,23.05969168,27.82928259,36.26928369,269.2043135,94.56452862
2022-01-18,139.6765425,2.620350618,366.0015144,138.1864806,0.705198413,97.44888692,463.4504013,296.4757234,28.96311217,37.84989193,58.6261695,81.25796318,503.1728602,-39.72245882
2022-01-19,131.7072071,2.886854241,380.2195093,92.21538636,0.83432161,76.93728961,457.1567989,285.8751978,64.54103144,50.01288826,27.59905921,75.01704066,503.0452174,-45.88841847
2022-01-20,68.70437486,2.985518855,205.1182065,125.306737,0.753805189,94.45686863,299.5750752,148.4819465,29.18694598,52.74340297,27.9883749,62.78048439,321.1811547,-21.60607957
2022-01-21,65.43627153,3.221710153,210.8167003,139.2366262,0.525911768,73.22618033,284.0428807,167.3208556,30.75317416,14.43624793,59.54821046,45.95299992,318.0114881,-33.96860744
2022-01-22,130.9874446,2.881960982,377.5007044,158.5953539,0.88011393,139.5819802,517.0826846,219.1277481,57.72609508,38.82886399,30.69907199,85.41939438,431.8011736,85.28151106
2022-01-23,133.0619408,3.947540366,525.2673824,86.15863905,0.865433738,74.56459302,599.8319754,287.6680914,34.49864529,14.65473872,48.35042922,62.34075236,447.5126569,152.3193185
2022-01-24,134.1828777,2.709658565,363.5897838,173.3847505,0.60081366,104.1719266,467.7617103,132.7311886,33.14126383,67.02023042,44.93387493,58.99925261,336.8258104,130.9359
2022-01-25,85.88304841,3.815800811,327.7126058,121.017864,0.90829972,109.9204919,437.6330977,187.8269817,50.15555435,42.387585,28.56200434,73.59460971,382.5267351,55.10636261
2022-01-26,100.272039,2.848319043,285.6067582,186.9446945,0.691945611,129.3555608,414.962319,208.7105722,92.51776888,53.69665971,20.26041183,86.08908803,461.2745007,-46.3121817
2022-01-27,112.7708053,3.002358422,338.5783771,88.10536945,0.897012595,79.03162605,417.6100031,224.0145512,62.67688736,72.57248081,50.48687451,34.85886718,444.609661,-26.99965793
2022-01-28,81.17220678,2.87273371,233.1861347,166.713018,0.516766217,86.15165572,319.3377904,213.977937,80.99669486,71.37359457,30.39367869,78.3817248,475.1236299,-155.7858395
2022-01-29,61.0631737,3.769678438,230.1885292,86.5735261,0.698643645,60.48404386,290.6725731,259.4590732,31.99339419,26.04759767,47.50136558,71.80237488,436.8038055,-146.1312324
2022-01-30,114.1147633,3.540922667,404.0715519,140.5541776,0.625899529,87.97279364,492.0443456,169.1391987,34.52781734,73.59153929,41.25263076,51.05534209,369.5665282,122.4778174
2022-01-31,96.20058036,3.920925009,377.1952615,89.93568241,0.793114916,71.3293312,448.5245927,201.1777358,68.91633883,11.26771287,54.2455759,85.58768836,421.1950517,27.32954093
2022-02-01,106.5133184,3.544976236,377.5871824,189.9249196,0.853619317,162.1235801,539.7107625,130.5078086,66.10306881,52.47005325,34.08588021,72.86887532,356.0356862,183.6750764
2022-02-02,143.4367015,3.888352769,557.7324954,128.6091183,0.556619023,71.58628176,629.3187772,296.9682398,87.11184692,18.72638768,56.43788472,81.54326353,540.7876226,88.53115453
2022-02-03,101.8838057,3.386913154,345.0716017,121.8703515,0.527380819,64.27208584,409.3436875,167.0394483,84.22827589,10.32424161,30.00746273,50.88096508,342.4803936,66.86329391
2022-02-04,103.7395603,3.879783425,402.4870265,115.0249793,0.673476601,77.46663206,479.9536586,247.5002496,56.17743527,25.72233761,35.35977823,34.15570632,398.915507,81.03815152
2022-02-05,67.63869865,3.247551659,219.660168,124.4603084,0.957422951,119.1611557,338.8213237,172.4787798,66.44706802,54.25850015,15.58925055,68.12992918,376.9035277,-38.08220398
2022-02-06,67.80359669,3.941605476,267.255028,89.32615461,0.707312062,63.18146659,330.4364946,117.0699336,99.74994015,45.15365072,41.79232578,29.35997103,333.1258213,-2.689326694
2022-02-07,124.996047,2.81485839,351.8461717,186.7470576,0.60256982,112.5281409,464.3743126,138.1375441,22.92397343,43.04468616,40.417851,29.27106156,273.7951163,190.5791963
2022-02-08,127.5527617,3.179933252,405.6092682,138.170735,0.720381373,99.53562386,505.1448921,180.1526122,64.7712265,20.86681722,23.18676587,81.01606537,369.9934871,135.151405
2022-02-09,144.6115462,3.059963974,442.5061217,105.1968075,0.821999772,86.47175175,528.9778734,181.7468342,22.03090845,20.93068182,47.2187503,67.83005622,339.757231,189.2206424
2022-02-10,52.70959925,2.832958243,149.3240937,100.0397236,0.835946372,83.62784394,232.9519376,103.9421076,28.32868656,65.99412598,23.03450979,67.42849701,288.7279269,-55.77598927
2022-02-11,73.8182781,2.649162089,195.5565838,101.6123848,0.861133466,87.50182513,283.058409,271.1392936,86.41758917,37.80284707,45.06383115,38.3239792,478.7475402,-195.6891312
2022-02-12,79.31477303,3.844503728,304.9259406,71.69025006,0.542754265,38.91018901,343.8361296,141.577251,22.12257631,22.70048046,41.23687024,52.39259579,280.0297738,63.80635575
2022-02-13,139.2671711,3.726165343,518.9325063,114.4362557,0.629711717,72.06185104,590.9943574,175.9384816,67.2235954,28.76445486,43.08670085,51.61175739,366.6249901,224.3693673
2022-02-14,105.2047181,3.154189794,331.835648,108.2805487,0.974226653,105.4897966,437.3254447,252.7211588,31.20905406,70.79275831,36.93440392,83.14589475,474.8032699,-37.47782521
2022-02-15,129.9855256,3.137820257,407.8712153,72.92101008,0.63433868,46.25661726,454.1278325,208.3268429,70.67825759,28.05213798,21.27102333,79.27046539,407.5987272,46.52910532
2022-02-16,148.4402181,3.288535273,488.1508931,92.31830716,0.636153663,58.72862929,546.8795224,103.6781353,93.14390452,18.2425758,40.9432414,42.81358934,298.8214464,248.058076
2022-02-17,105.4178003,3.477130583,366.5514572,177.8664345,0.603210636,107.290925,473.8423822,102.1991657,30.95085041,73.00130493,54.32505349,63.83185164,324.3082262,149.534156
2022-02-18,110.051686,3.497555012,384.9118261,92.79826622,0.957205973,88.82705471,473.7388808,183.754105,50.65108226,46.32423937,17.1134685,35.80841897,333.6513141,140.0875667
2022-02-19,123.8033616,2.624198002,324.8845342,148.4097742,0.622674555,92.4109901,417.2955244,177.8591228,43.09549894,34.89709015,47.35706573,44.31291152,347.5216892,69.7738352
2022-02-20,106.640464,3.214075603,342.7505138,156.2772515,0.96841487,151.3412141,494.0917279,246.5144194,37.19523029,12.18281945,26.80188199,63.6800655,386.3744167,107.7173112
2022-02-21,55.14258135,3.244549371,178.9128276,147.5895704,0.667121945,98.4602413,277.3730689,254.1824407,28.52786025,15.25964472,47.76849403,57.20693555,402.9453753,-125.5723064
2022-02-22,118.8402396,3.152241008,374.6130768,102.0322643,0.909551159,92.80356425,467.416641,259.8831758,75.57571767,29.05015961,41.56038001,48.4633033,454.5327364,12.88390466
2022-02-23,59.15820733,3.875970363,229.2954584,87.78642202,0.975118677,85.60217969,314.8976381,189.2011546,34.81063431,47.93306632,54.28256261,72.59461762,398.8220354,-83.92439739
2022-02-24,130.6561148,3.48817505,455.7513997,159.9959534,0.924597826,147.9319106,603.6833104,149.9336018,59.15399709,25.48466093,59.44506036,86.36385708,380.3811772,223.3021331
2022-02-25,53.94268114,3.558362759,191.9476277,190.2822813,0.590287673,112.3212849,304.2689126,213.5890461,93.23906381,12.3762185,46.38391203,44.32768548,409.9159259,-105.6470133
2022-02-26,142.4396195,3.956587368,563.5747993,192.7546436,0.737107108,142.0808179,705.6556173,272.4085302,87.56395188,32.33703313,52.30119634,27.40549626,472.0162078,233.6394095
2022-02-27,109.6269878,2.845013256,311.8902336,85.67369515,0.538476601,46.13328014,358.0235138,239.2577552,47.1899971,60.73367401,17.94103534,45.49387196,410.6163336,-52.5928198
2022-02-28,103.9491292,3.686084747,383.1652998,111.4378254,0.812945688,90.59289965,473.7581994,277.1955496,69.26905505,26.30716323,16.09803517,81.5564268,470.4262299,3.331969513
2022-03-01,52.12694109,3.812052509,198.7106366,138.7618274,0.969533849,134.5342887,333.2449252,259.7566472,99.83472884,34.54982708,49.523473,51.12550938,494.7901855,-161.5452602
2022-03-02,97.98756203,3.441258195,337.2005008,183.5780248,0.992041735,182.1170622,519.317563,253.6546828,53.42134257,39.49499016,48.19120357,40.52051447,435.2827336,84.03482948
2022-03-03,61.04741131,3.031933236,185.0916754,107.3410689,0.64815406,69.57354965,254.665225,146.7215502,23.36745517,11.25117543,59.44750754,52.80525369,293.592942,-38.92771704
2022-03-04,88.43266472,3.519470924,311.2361922,98.37300542,0.974980592,95.91177106,407.1479633,257.2690029,27.15288018,39.2306543,54.56032384,86.40758145,464.6204427,-57.4724794
2022-03-05,96.74015112,3.420117084,330.8626436,91.71441299,0.995584313,91.30943086,422.1720744,146.3343403,95.41854193,55.47526543,42.34815577,58.32475322,397.9010566,24.27101779
2022-03-06,73.06698117,2.764792048,202.0150085,98.66320718,0.593219131,58.52890203,260.5439105,255.9168947,48.01002073,14.04898736,58.60961836,82.44608252,459.0316037,-198.4876931
2022-03-07,142.7752283,3.992361734,570.0103581,92.6063824,0.698121009,64.65046116,634.6608193,251.6476951,75.68164944,20.77271344,51.71249062,39.58863717,439.4031858,195.2576334
2022-03-08,72.38176148,3.305461634,239.2551356,147.0821915,0.790043104,116.2012711,355.4564067,118.2973675,90.19686901,28.59200298,20.82817146,82.76862519,340.6830361,14.77337061
2022-03-09,145.5651498,3.793191426,552.1564782,175.2370897,0.82762099,145.0298937,697.1863719,210.1714741,26.95894079,38.59172491,31.77098327,41.88399594,349.377119,347.8092529
2022-03-10,122.3420114,3.243813603,396.8546806,80.53600807,0.610091601,49.1343421,445.9890227,236.6517527,26.09046876,69.58448398,37.28159372,56.23812753,425.8464267,20.14259603
2022-03-11,109.2407785,3.737021449,408.2351322,115.215197,0.839008076,96.66648082,504.901613,213.1463928,41.36226161,71.50409904,50.88417097,67.79936925,444.6962937,60.20531935
2022-03-12,135.0581729,3.800941301,513.3481875,162.087187,0.918506664,148.8781614,662.2263489,239.4942923,74.41126174,53.30279648,48.87224878,35.30933184,451.3899312,210.8364177
2022-03-13,138.0870759,3.807765292,525.8031749,73.80214679,0.912908375,67.37459792,593.1777728,125.7739735,46.80950834,62.04557794,22.23419532,78.16785657,335.0311117,258.1466612
2022-03-14,133.2134178,3.261201601,434.4358113,70.83016332,0.643519067,45.58056059,480.0163719,223.3853837,98.49489424,54.22694689,26.69116115,66.2103707,469.0087567,11.00761527
2022-03-15,103.998538,3.669768093,381.6505163,83.90748305,0.880513951,73.88170944,455.5322258,208.2533157,97.03936031,33.93105162,43.46798519,85.58182686,468.2735397,-12.74131394
2022-03-16,60.2509728,3.905842731,235.3308241,159.4251439,0.53391853,85.1200384,320.4508625,160.1927134,76.65376709,14.7145421,41.19767071,47.4823987,340.241092,-19.79022946
2022-03-17,112.0915518,2.568613051,287.9198228,183.2997848,0.986744485,180.8700517,468.7898744,293.7755711,79.97214654,19.10603681,49.12184382,26.59814957,468.5737478,0.216126654
2022-03-18,52.21235515,2.985415329,155.8755654,133.5236148,0.885203709,118.195599,274.0711644,236.6590753,55.67221651,29.15386664,59.87060251,52.70178465,434.0575456,-159.9863812
2022-03-19,95.13870243,2.745435732,261.1971931,173.3252413,0.846841113,146.7789403,407.9761334,144.1539226,26.59048365,57.63495115,44.45300464,42.76186925,315.5942312,92.38190215
2022-03-20,145.0863562,2.726586838,395.5905492,126.2035241,0.97180796,122.6455893,518.2361386,183.9454634,71.08207581,37.83160786,27.33968411,88.95854712,409.1573783,109.0787603
2022-03-21,90.93340063,3.841148806,349.2887232,99.89409877,0.606552352,60.59100056,409.8797238,106.2268166,72.13334603,35.79684406,53.89612124,55.75864393,323.8117718,86.06795193
2022-03-22,146.8193428,2.778288274,407.9064584,182.9210118,0.888298426,162.488447,570.3949054,254.1843689,87.58265825,63.27167937,43.17991447,33.53091705,481.7495381,88.64536731
2022-03-23,53.25261795,3.881271772,206.6878828,150.1645409,0.898268645,134.8880987,341.5759816,196.3044703,29.38465512,18.76300545,45.85043793,52.96988317,343.272452,-1.696470408
2022-03-24,70.05247267,3.23739182,226.787302,78.34716182,0.790985701,61.97148471,288.7587867,153.7986809,83.80472805,31.72533712,35.48490671,25.75533509,330.5689879,-41.81020115
2022-03-25,57.24468878,3.088740335,176.8139792,132.3920485,0.800010274,105.914999,282.7289782,158.3325157,75.59855089,70.2085678,50.0932945,27.57522365,381.8081526,-99.07917439
2022-03-26,98.05069473,2.657395268,260.5594522,101.4658521,0.993331297,100.7892064,361.3486585,128.4991086,59.91105228,53.2709014,46.61092367,61.37716443,349.6691504,11.67950818
2022-03-27,50.97708474,2.989691962,152.4057805,137.3025136,0.54393325,74.68340242,227.0891829,170.1253862,22.6562487,15.5004948,32.86154743,33.62652401,274.7702012,-47.68101825
2022-03-28,106.7540848,3.534197454,377.2900148,174.0762709,0.600075122,104.4588395,481.7488543,133.4965165,28.36542723,54.55011747,46.79140769,27.05309941,290.2565683,191.492286
2022-03-29,143.6212246,2.577956925,370.2493307,140.3685236,0.85453026,119.9491509,490.1984816,274.1938247,77.12695457,66.12096581,30.27525866,77.96363239,525.6806362,-35.48215461
2022-03-30,58.01148464,3.842224984,222.8931756,141.1870089,0.908648885,128.2894182,351.1825939,190.4636569,71.48621562,46.84818627,47.92152848,30.30594883,387.0255361,-35.84294224
2022-03-31,56.0352084,2.870654851,160.8577428,90.74080841,0.935891783,84.923577,245.7813198,143.8427975,98.06922047,33.58270542,23.19530621,76.33040296,375.0204325,-129.2391127
2022-04-01,115.8707776,3.247293575,376.2664314,142.1972616,0.859600889,122.2328925,498.499324,145.6909483,99.70671328,78.23552135,44.26465589,37.97025931,405.8680981,92.63122586
2022-04-02,118.0228242,2.608297613,307.8386508,73.98482529,0.628841444,46.52472439,354.3633752,192.5245913,89.46180043,60.90183488,48.42179345,52.65706674,443.9670869,-89.60371166
2022-04-03,84.59349925,3.056558144,258.5649491,198.3944433,0.520054596,103.175942,361.7408911,273.4062992,66.29403269,40.70307934,47.63659472,56.63348119,484.6734872,-122.9325961
2022-04-04,137.3423238,3.851052796,528.9125401,124.8237205,0.638413899,79.68919804,608.6017382,218.4700657,92.98906765,24.74635323,43.03349626,66.05141431,445.2903972,163.311341
2022-04-05,123.3113022,2.697351528,332.6139295,163.0572454,0.95451626,155.6407921,488.2547216,135.9366218,39.00346599,77.99765658,23.14396287,80.53503107,356.6167383,131.6379833
2022-04-06,99.22778564,2.870846612,284.8677522,183.1974872,0.722652628,132.3881455,417.2558976,202.9634708,48.73866955,51.5065596,22.35857427,50.42029988,375.9875741,41.26832356
2022-04-07,146.9412322,2.887200149,424.2487476,155.3757664,0.662595032,102.9512109,527.1999585,254.6946251,30.46989286,77.88747316,35.42052936,40.34328012,438.8158006,88.3841579
2022-04-08,57.34967473,2.754636858,157.9775278,137.5706133,0.668501588,91.96617349,249.9437013,265.7766732,54.47100189,27.40999908,42.7715244,70.9405191,461.3697176,-211.4260164
2022-04-09,66.70419079,2.751428824,183.5318333,74.7672855,0.868201008,64.9130326,248.4448659,232.7609055,57.97047006,69.09193143,51.25515688,63.04803369,474.1264976,-225.6816317
2022-04-10,136.8271281,2.808761815,384.3148125,84.54955052,0.634874806,53.67837946,437.993192,111.4173712,62.49356224,75.56239846,16.77045933,32.93714441,299.1809357,138.8122563
2022-04-11,95.21990283,3.900812526,371.4349897,111.1002936,0.753617404,83.72711492,455.1621046,108.3145718,31.86745608,79.06410861,58.43034134,25.32109876,302.9975766,152.164528
2022-04-12,145.1811785,3.458679907,502.1352251,182.8293783,0.727369928,132.9845917,635.1198167,203.1192057,59.10772642,56.68049803,21.28430646,26.94828334,367.14002,267.9797968
2022-04-13,80.79299416,3.557021144,287.3823885,96.24094878,0.836716217,80.52636255,367.9087511,293.9824092,27.51205726,57.08214828,34.96875987,81.42924653,494.9746212,-127.0658701
2022-04-14,67.71497894,3.538938928,239.639175,178.9549877,0.97230711,173.9992068,413.6383818,236.6496057,59.77398112,53.24930681,54.1007243,62.08963353,465.8632514,-52.22486959
2022-04-15,53.03870597,3.896423043,206.6612361,159.6384776,0.838256693,133.8180223,340.4792584,143.1350305,72.71083762,37.5705084,44.30548397,31.92854697,329.6504074,10.82885101
2022-04-16,115.7845305,3.999120589,463.0362996,76.26756505,0.988587092,75.39713036,538.43343,181.3815921,89.66027603,64.76698388,40.51573174,72.9991986,449.3237824,89.10964757
2022-04-17,137.8515561,3.106210482,428.1959487,112.514311,0.833796693,93.81406041,522.0100091,261.5691884,80.98281078,65.84695542,34.60124917,78.15922405,521.1594278,0.850581274
2022-04-18,62.02090554,3.316733647,205.7068242,70.74862586,0.662292915,46.85631365,252.5631379,173.292307,51.69381533,58.68270447,32.48511456,54.16508547,370.3190268,-117.7558889
2022-04-19,73.75441309,3.059877687,225.679483,99.54505154,0.536597962,53.41567177,279.0951547,220.6897187,73.45702388,53.36432422,35.85723197,49.68607571,433.0543745,-153.9592197
2022-04-20,136.333365,3.278622678,446.9856621,132.2936441,0.512821033,67.84296321,514.8286253,168.2495655,50.4156495,37.91759466,41.10775662,59.68416554,357.3747318,157.4538934
2022-04-21,110.7905093,3.647324892,404.0889823,175.688146,0.859061538,150.926929,555.0159113,291.1047392,21.45860661,23.704459,15.34032937,67.08585642,418.6939906,136.3219207
2022-04-22,139.8030549,2.865223445,400.5669905,190.5144908,0.530133695,100.998151,501.5651415,286.8872054,48.12981498,17.09945799,36.86422916,41.6904769,430.6711844,70.89395715
2022-04-23,78.4872902,2.960934947,232.3957605,174.3933667,0.769580638,134.2097585,366.6055189,162.2615398,68.82670266,60.1305472,27.26808003,51.8806916,370.3675613,-3.762042375
2022-04-24,62.18860933,2.771724024,172.3696625,158.545321,0.590719174,93.65576105,266.0254236,205.0326767,76.72370094,17.48138462,40.52904988,41.67658094,381.4433931,-115.4179695
2022-04-25,146.2926875,3.22531847,471.8405071,174.7790315,0.775113271,135.4735468,607.3140539,108.6825066,70.65211005,76.59823395,42.07253191,78.24727586,376.2526583,231.0613956
2022-04-26,138.4206463,2.842119658,393.40804,97.56582919,0.805490494,78.58834799,471.996388,182.205694,87.18890423,73.00161864,30.90396207,40.39658633,413.6967652,58.29962277
2022-04-27,128.0525515,2.912209053,372.9157999,176.9398614,0.711869127,125.9580246,498.8738245,233.5099799,27.64282511,53.67015273,35.32954554,63.12955011,413.2820533,85.59177115
2022-04-28,66.80142077,3.605310617,240.8398716,182.1636201,0.6083699,110.8228633,351.6627349,119.1429111,21.89108688,54.93800503,42.31923162,60.53533183,298.8265665,52.83616845
2022-04-29,73.19470961,3.086358994,225.9051503,147.2819236,0.748383429,110.2233511,336.1285014,297.557104,30.9151802,58.66011878,33.19434456,52.83297497,473.1597226,-137.0312212
2022-04-30,121.7597766,3.538654227,430.865748,198.8632792,0.564197145,112.1980943,543.0638423,120.8219299,77.94710537,50.48708419,27.33723,30.16225898,306.7556084,236.3082339
2022-05-01,58.56582496,3.841286312,224.9681018,94.94275221,0.661685781,62.82226915,287.7903709,145.3312804,48.39970447,14.85966899,38.35769059,29.39481663,276.3431611,11.44720979
2022-05-02,130.0356508,2.850568123,370.675481,140.2015489,0.940039544,131.7950001,502.470481,230.1754738,62.63662292,32.70336272,29.98508609,68.51665209,424.0171976,78.45328339
2022-05-03,149.4139361,3.492758785,521.866838,142.5118443,0.865325255,123.319098,645.1859359,193.0411225,24.81138741,49.36077711,58.0931378,36.39469125,361.701116,283.4848199
2022-05-04,119.0004891,2.801400533,333.3680335,139.657599,0.548338225,76.57959991,409.9476334,190.0741873,80.49306631,34.3300067,44.9210276,76.70424745,426.5225353,-16.57490186
2022-05-05,142.7177819,2.851963123,407.0258511,121.9110691,0.576208007,70.24613409,477.2719852,298.4967004,94.16007743,47.79699912,52.89149825,58.86226852,552.2075438,-74.93555858
2022-05-06,112.3585688,2.633686648,295.9172625,168.1851547,0.563856742,94.83233333,390.7495958,265.2135261,82.56224701,59.61212884,16.62721712,44.70334314,468.7184622,-77.96886638
2022-05-07,76.31125699,3.040204611,232.0018354,81.39355708,0.968478912,78.82794356,310.829779,210.7604481,44.44194485,37.7887062,35.12411432,64.03863167,392.1538452,-81.32406623
2022-05-08,101.5679428,3.87908796,393.9909839,134.6052528,0.996079007,134.0774666,528.0684505,270.2849915,36.68084115,75.14166503,20.2364879,78.13423105,480.4782167,47.5902338
2022-05-09,88.06232935,3.816961481,336.130519,182.8473697,0.9029627,165.1043547,501.2348737,258.0060873,44.37433113,15.66434981,33.13410804,36.27909347,387.4579697,113.776904
2022-05-10,119.4951089,3.01914959,360.773609,196.8293261,0.820486039,161.4957141,522.2693231,264.4961127,30.60197382,70.34101376,56.52407357,56.65902472,478.6221986,43.64712446
2022-05-11,110.6252938,3.647214701,403.4741978,92.72902154,0.751283038,69.66574104,473.1399388,179.7326056,31.70991937,35.72740956,18.06775392,26.67777395,291.9154624,181.2244765
2022-05-12,63.51662892,3.944672667,250.55231,141.4388397,0.982911081,139.0218027,389.5741127,186.4995757,44.94529065,45.4299304,34.77802599,31.86820448,343.5210272,46.05308556
2022-05-13,114.0826315,2.824057274,322.1758852,150.5464341,0.825100546,124.215945,446.3918302,130.4049706,24.90797017,64.65331102,35.69101907,28.78064671,284.4379176,161.9539126
2022-05-14,149.4866317,2.586670841,386.6727115,160.3545798,0.991839463,159.0460002,545.7187117,147.8360208,31.37994949,18.49694576,28.64738164,31.56797772,257.9282755,287.7904362
2022-05-15,119.2161342,2.593437697,309.1796165,136.2248767,0.998348427,135.9998913,445.1795078,262.7940539,69.21755506,31.43775346,43.07531263,59.25769515,465.7823702,-20.60286241
2022-05-16,92.60833839,2.696065565,249.6781522,185.258548,0.724892324,134.2924995,383.9706516,138.9245024,49.42074807,38.98908268,52.2392053,72.68493474,352.2584731,31.71217849
2022-05-17,126.9304894,2.516546897,319.4265291,124.1000198,0.740672076,91.91741925,411.3439483,103.8384554,40.7850567,63.22028762,21.16993676,59.79515854,288.808895,122.5350534
2022-05-18,71.5201872,2.518181162,180.1007881,101.3561895,0.987936877,100.1335174,280.2343055,260.3074224,96.76613155,44.14978307,19.93812894,60.61736678,481.7788327,-201.5445273
2022-05-19,95.43773346,3.766535624,359.4696229,82.7507355,0.744120569,61.57652435,421.0461473,130.0097329,45.97407415,61.61499542,36.42081582,49.43273853,323.4523569,97.59379043
2022-05-20,89.44762786,3.189170153,285.263705,172.0521507,0.946042344,162.76862,448.032325,291.0669373,82.9522709,32.0784827,45.96606177,53.44420306,505.5079557,-57.47563074
2022-05-21,75.4670622,3.761307369,283.8548172,74.99542537,0.950880996,71.31172477,355.166542,192.2954929,70.97611814,56.15477455,55.28029833,66.38352934,441.0902133,-85.92367133
2022-05-22,111.3933585,2.599978061,289.6202882,137.3930429,0.5750845,79.01260941,368.6328976,247.4867537,60.97775367,57.61594454,16.87528053,30.51148104,413.4672135,-44.83431595
2022-05-23,121.6323388,2.608126504,317.2325266,79.26337461,0.506054238,40.11156661,357.3440932,291.3002797,79.00066876,34.7275986,28.34410116,47.73070993,481.1033581,-123.7592649
2022-05-24,127.4653531,3.492055917,445.1161405,94.07542382,0.587054668,55.22741667,500.3435572,119.6791299,72.82421758,63.50608636,26.92708927,26.36142247,309.2979456,191.0456116
2022-05-25,58.21716675,3.951790052,230.0620204,108.4078211,0.884611574,95.89881322,325.9608336,224.9327138,50.55517117,24.39810835,20.46238882,64.97584292,385.324225,-59.36339139
2022-05-26,127.4633781,3.46585638,441.7697621,138.9392773,0.520975612,72.38397499,514.1537371,293.6977555,83.89713533,30.49754257,59.09866482,64.12230333,531.3134016,-17.15966446
2022-05-27,108.2422658,3.622109769,392.0653685,175.5300725,0.828239304,145.380905,537.4462734,125.6191493,47.06140048,74.96585482,25.10770253,49.19085655,321.9449637,215.5013098
2022-05-28,93.20768829,3.159107485,294.4531057,149.6821457,0.971537919,145.4218803,439.8749861,148.1385424,29.7201101,23.82293429,54.91162051,66.97770282,323.5709101,116.304076
2022-05-29,78.59067892,3.723920408,292.6654332,181.9780995,0.923257169,168.0125851,460.6780182,283.7853067,40.17928161,62.85293501,35.72427738,79.72990594,502.2717067,-41.59368846
2022-05-30,122.8490677,3.66467117,450.2014367,155.3010389,0.588714385,91.42795556,541.6293923,209.0053838,98.77357916,75.61716465,16.94281811,35.71296302,436.0519087,105.5774835
2022-05-31,63.17287735,3.588969865,226.7255531,176.3120929,0.606755683,106.9783644,333.7039174,201.1705386,87.25624224,61.29610813,39.40067425,63.37259988,452.4961631,-118.7922457
